vi_text,labels
Trong trường hợp xây dựng nhà ở hoặc cơ sở lưu trú du lịch sinh thái các chỉ dẫn và cảnh báo về an toàn phải có sẵn tại tất cả các khu vực tuân thủ hướng dẫn chung của ngành,2
Trong các danh mục trung bình 1000 trang mỗi cuốn sách với khoảng 150000 danh mục được in và phân phối hàng năm,0
Hơn nửa thế kỷ qua Tập đoàn Bảo Việt đã cùng người dân cả nước chia sẻ gánh nặng tài chính trong cuộc sống và thực hiện đúng cam kết về trách nhiệm xã hội để đảm bảo sự bình an thịnh vượng và lợi ích lâu dài cho khách hàng nhà đầu tư người lao động và cộng đồng,2
Đối với các nguyên liệu nhựa có thể tái chế như chai nhựa thìa dĩa và các dụng cụ dùng một lần khác phải được thu gom riêng và phân loại để đưa đến cơ sở tiếp nhận do công ty cung cấp dịch vụ thu gom và xử lý chất thải quản lý,1
Hội đồng tư vấn Phụng sự 360 của INTRODUCTION Hội đồng tư vấn Phụng sự 360 bao gồm các báo cáo trực tiếp của các nhà lãnh đạo cấp C và một cấp dưới đại diện cho từng ngành và bộ phận toàn cầu và thường họp bốn lần mỗi năm,3
Over tham gia chương trình vào năm 2021,0
Các ưu tiên đa dạng của Penn 2021 được phân thành năm loại sau,0
Việc nghiên cứu và áp dụng các công nghệ tiên tiến cũng như vật liệu mới là rất quan trọng để đạt được sự tối ưu về hiệu quả chi phí trong khi vẫn duy trì tính bền vững về môi trường,1
Bao bì khách hàng chính đề cập đến các sản phẩm dùng một lần được sử dụng để đóng gói thực phẩm khách tại nhà hàng McDonald được trao cho khách hàng trong tất cả các kênh đặt hàng bao gồm thùng chứa cốc vỏ sò gói túi dịch vụ thực phẩm khăn ăn thùng gấp bát salad nắp ống hút và thùng đựng cốc cũng như sách Bữa ăn hạnh phúc và bao bì đồ chơi,2
Bộ phận này có trách nhiệm đảm bảo rằng công việc tổ chức quản lý và giám sát các hoạt động tuân thủ rủi ro được thực hiện phù hợp với quy định pháp luật,3
Hợp tác trong ngành Tổ chức một loạt các cuộc họp bàn cấp cao để thúc đẩy sự hợp tác về các vấn đề nhân quyền hợp tác với Viện Nhân quyền và Kinh doanh,3
Tất cả nhân viên đều có trách nhiệm tránh và báo cáo các tình huống liên quan đến hối lộ hoặc tham nhũng và Tổng Cố vấn và đội Tuân thủ Doanh nghiệp được giao nhiệm vụ giám sát các cáo buộc vàhoặc điều tra về các hành vi phạm tội này,3
Mỗi cán bộ nhân viên đã được phổ biến ký cam kết tuân thủ và các điều khoản trong Bộ Quy tắc Ứng xử của Tập đoàn,2
Thực hiện mục tiêu giảm carbon dựa trên khoa học đã được phê duyệt của chúng tôi phạm vi vào năm 2025,1
Chúng tôi cũng trợ cấp cho các tổ chức mà một phần trăm dịch vụ của họ tiếp cận cộng đồng ít đại diện và được bảo vệ,2
Mỗi nhà cung cấp được thông báo trước một cửa sổ hai tuần khi một cuộc kiểm toán tại chỗ dự kiến sẽ diễn ra nhưng cuộc kiểm toán thực tế không được báo trước,2
Dự án Just One tạo ra tác động to lớn trong việc chống lại sự mất an ninh lương thực trong cộng đồng của chúng ta Katherine Ragia chuyên gia tham gia cộng đồng tại MGM Resort cho biết,2
Chúng tôi vẫn tập trung vào mức độ tương tác ngày càng tăng với hàng triệu khách bằng cách tương tác với họ thông qua ứng dụng di động và kênh khách hàng kỹ thuật số trong danh mục khách sạn của chúng tôi,2
Việc kiểm tra thường xuyên điều kiện làm việc và giám sát tình trạng sức khoẻ của nhân viên thông qua các biện pháp quản lý sức khoẻ bao gồm cả những đánh giá định kỳ là rất quan trọng để đảm bảo phúc lợi cho người lao động trong môi trường làm việc,2
Các trường hợp nghiêm trọng hoặc nhạy cảm hơn được xem xét bởi Uỷ ban Đạo đức và Tuân thủ của Nhóm,0
Penn tự hào là một nơi làm việc có cơ hội bình đẳng bao gồm sự đa dạng và bao hàm,0
Nhận thấy tác động của biến đổi khí hậu đối với môi trường và hoạt động của con người Bayern đã số hóa các quy trình cũng như sản phẩm để theo đuổi một Bayern không giấy tờ Paperless,1
Dữ liệu cho thấy nhóm chúng tôi trên tất cả nhân khẩu học cảm thấy Đa dạng và hoà nhập là một trong những điểm mạnh nhất của chúng tôi,0
Năm 2023 chứng kiến sự tăng trưởng mạnh mẽ của SSI về dư nợ cho vay giao dịch ký quỹ cũng như lợi nhuận với các rủi ro được hạn chế ở mức thấp nhất luôn nằm dưới hạn mức rủi ro đã được HĐQT phê duyệt và không phát sinh nợ xấu từ hoạt động cho vay giao dịch ký quỹ,3
Ít nhất hàng năm Chủ tịch Uỷ ban CG N sẽ cung cấp báo cáo về các chủ đề này cho toàn thể hội đồng quản trị,3
Ngoài ra giải thưởng Nhà tuyển dụng tốt nhất châu Á của HR Asia cũng yêu cầu các công ty phải đáp ứng một số điều kiện nhất định như môi trường làm việc chuyên nghiệp và có tính đổi mới cao,2
Chúng tôi ủng hộ việc thực hành đạo đức trong doanh nghiệp tôn vinh nhân viên và làm việc chăm chỉ để nuôi dưỡng một cộng đồng đa dạng trong nhân viên của chúng tôi,2
"Để tổ chức các sự kiện đội ngũ nội bộ hấp dẫn, hãy cân nhắc việc triển khai các trò chơi nhỏ và hội thảo trực tuyến, cũng như tham gia vào các cuộc thi ảnh/video.",2
Chúng tôi cũng nhận thấy những khó khăn về thiếu hụt dữ liệu trong giai đoạn hiện tại nhưng chúng tôi đang tích cực hợp tác với đối tác như CEL Consulting để đo lường và đánh giá các ước tính lượng khí thải nhà kính trong Phạm vi 3,1
Một tấm pin mặt trời là căn cứ cho các hoạt động chính của chúng tôi tại Charlotte NDC,0
Là một phần của Mục tiêu Tác động Xã hội Marriott đặt mục tiêu giảm cường độ carbon trên mỗi mét vuông không gian điều kiện xuống 30 so với đường cơ sở năm 2016,1
Ông Phạm Phú Ngọc Trai là người sáng lập và chủ tịch điều hành Công ty Tư vấn Kinh doanh Hội nhập Toàn cầu GIBC một công ty được thành lập với mục tiêu hỗ trợ sự phát triển bền vững và hội nhập của các doanh nghiệp Việt Nam,3
Tại Rollins chúng tôi có một cam kết vững chắc để giữ an toàn cho nhân viên và khách hàng,2
Với sự ghi nhớ của các nhà báo trong cộng đồng địa phương Spectrum News cung cấp những câu chuyện siêu địa phương tin tức và báo cáo thời tiết cùng với các vấn đề dựa trên các vấn đề và các vấn đề công cộng khách quan lập trình liên quan đến người xem,0
Lượng khí thải được giảm thiểu thông qua đầu tư vào năng lượng tái tạo và các bộ carbon o 57 ch2mcomtable of contents 2016 Offsets Carbon giảm thiểu các dự án Để đảm bảo rằng các chương trình giảm carbon được thực hiện trên toàn cầu và đạt được mục tiêu của chúng ta chúng ta đầu tư vào một danh mục đa dạng các dự án giảm thiểu carbon phù hợp với doanh nghiệp của chúng ta,1
Khuyến khích khiếu nại về vấn đề quyền của người lao động tại nơi làm việc bao gồm cả sự đối xử không công bằng và ngược đãi,2
Về môi trường chúng tôi đang tăng cường hiệu quả hoạt động của mình và mong muốn trung hoà carbon trong chuỗi cung ứng của chúng tôi vào năm 2050 hoặc sớm hơn,1
Câu này rất cần thiết cho công ty khai thác tiềm năng và kỹ năng nội bộ của người dân địa phương tại quốc gia nơi nó hoạt động,0
Việc khử carbon trong các cửa hàng lớn là một thách thức và chúng tôi đang tìm kiếm các giải pháp tiềm năng để giải quyết vấn đề này,1
Các CBNV trong TCT đã tích cực tham gia quyên góp cho các loại quỹ bao gồm Quỹ Bảo trợ Trẻ em 113 triệu đồng quỹ Mái ấm Công đoàn Nghĩa tình Đồng đội 261 triệu đồng và Quỹ Ngày vì Người nghèo 27 tỷ đồng,2
Trong nội dung gốc và dự định phát sóng 200 chương trình Sky Original mới vào năm 2022,0
Năm 2022 Techcombank chưa từng có trường hợp nào xảy ra việc vi phạm các quy định của pháp luật hoặc pháp lý liên quan đến bảo vệ môi trường,1
Chương trình Những người gây ảnh hưởng giúp mang những sáng kiến của chúng tôi đến với hoạt động tại địa phương và tạo dấu ấn quốc gia cho những nỗ lực của chúng tôi,2
Họ gia nhập nhanh chóng vào một cộng đồng văn hoá sôi động hỗ trợ lẫn nhau những người thông thạo ngôn ngữ phong tục tập quán địa phương và chia sẻ những giá trị tương tự như Ngân hàng,0
Thông qua các đối tác nhân viên của FY những người đã xin hỗ trợ sau khi họ bị ảnh hưởng bởi thảm họa hoặc thiên tai,2
Chúng tôi muốn đầu tư để cải thiện càng nhiều cuộc sống càng tốt,2
Nhằm hỗ trợ những người có hoàn cảnh khó khăn trong mùa Tết Nguyên Đán sắp tới Chứng khoán Bảo Việt đã thực hiện chương trình từ thiện San sẻ yêu thương xuân ấm áp tại tỉnh Sóc Trăng để giúp đỡ các cá nhân hộ gia đình và sinh viên nghèo,2
"Câu này đề cập đến độ tuổi mà các cá nhân đang ở giai đoạn trưởng thành trong sự nghiệp của họ, nơi họ mang lại những kỹ năng và kinh nghiệm thiết yếu vào lực lượng lao động với một tác động mạnh mẽ đến năng suất.",2
Chúng tôi hiểu sâu sắc về trách nhiệm cũng như tiềm năng tác động của mình,3
Các thành viên của Fair Factories Clearinghouse và Business for Social ResponsibilityTM và chúng tôi hợp tác với Better Work để cải thiện đối thoại xã hội và sự tham gia của người lao động trong các nhà máy cung cấp,2
Công ty sẽ phối hợp với đơn vị Control Union để tiến hành đánh giá chứng nhận GRS cho quy trình tái chế sợi phế thành hạt rPET chip nhằm đảm bảo tất cả các hoạt động tái chế tại Công ty đều đáp ứng các tiêu chuẩn quốc tế hiện hành,3
Weis Markets là một ví dụ tuyệt vời về một nhà lãnh đạo ngành,0
Với Dẫn chuyện hướng dẫn cho phép khách hàng điều chỉnh tốc độ nói của hướng dẫn viên nói,0
